video_question,question_text,question_image,question_image_source,question_source_name,answer_text,answer_image,answer_image_source,answer_source_name,domain,topic,subtopic,audio_confirmed,active_card,note_id
FALSE,What are the two main categories that odontomas can be classified into based on their appearance?,,,,"""Compound"" odontomas, which contain identifiable tooth components.
And ""complex"" odontomas, which contain irregular calcified lesions with no distinct tooth components.
",,,,Neuroradiology,Head & Neck,odontogenic lesions,TRUE,TRUE,79
FALSE,"What is the typical definitive management of a dentigerous cyst?
And what about ameloblastomas and odontomas?",,,,"Dentigerous cysts, ameloblastomas, and odontomas, all require surgical resection.

",,,,Neuroradiology,Head & Neck,odontogenic lesions,TRUE,TRUE,80
TRUE,"CT imaging of a 20-year-old male.
What is this incidental finding?","0009a.png, 0009b.png, 0009c.png, 0009d.png
",https://radiopaedia.org/cases/nasopalatine-duct-cyst-8,Hani M. Al Salam,There is a non-enhancing cystic lesion in the anterior midline hard palate consistent with a nasopalatine duct cyst.,,,,Neuroradiology,Head & Neck,odontogenic lesions,TRUE,TRUE,81
TRUE,"What is this?
What are the top differential causes?","0011a.png, 0011b.png
",Neuroradiology Imaging: Case Review Series (2016) (ISBN: 9780323417266),Salvatore V. Labruzzo; Laurie A. Loevner; Efrat Saraf-Lavi; David M. Yousem,"This is a compression deformity called ""vertebra plana.""
The posterior elements and disc space are usually intact, which differentiates this from a traumatic or degenerative etiology.
The top differentials include Langerhans cell histiocytosis (also called eosinophilic granuloma), leukemia and lymphoma, infection, and metastatic disease.
",,,,Neuroradiology,Peds,peds,TRUE,TRUE,82
FALSE,Most common cause of vertebra plana in children less than 16 years old?,"0011a.png, 0011b.png",,,"In children, the most common cause of vertebra plana is Langerhans cell histiocytosis.",,,,Neuroradiology,Peds,peds,TRUE,TRUE,83
FALSE,"What is the most common osseous site for Langerhans cell histiocytosis?
What other locations can be involved?",,,,"Langerhans cell histiocytosis most commonly involves the skull, and the parietal bone is the most frequent bone involved, followed by the frontal and occipital bones. Other sites outside of the skull include the mandible, vertebrae, ribs, and pelvis.",,,,Neuroradiology,Peds,peds,TRUE,TRUE,84
FALSE,Which spinal level is most commonly involved in vertebral Langerhans cell histiocytosis?,,,,The thoracic vertebrae are most frequently involved in cases of langerhans cell histiocytosis.,,,,Neuroradiology,Peds,peds,TRUE,TRUE,85
FALSE,"This lateral radiograph of the thoracic spine shows vertebra plana caused by Langerhans cell histiocytosis.
What is the typical management of these cases?",0016.png,statdx,,"Conservative management.
Vertebroplasty is not effective in these cases.",,,,Neuroradiology,Peds,peds,TRUE,TRUE,86
FALSE,How do Langerhans cell histiocytosis skull lesions appear on a nuclear medicine bone scan?,0013.png,statdx,,"A Technetium-99 MDP (Methylene Diphosphonate) scan can show focal areas of radiotracer uptake.
However, in the skull, there are often focal areas of decreased uptake.",,,,Neuroradiology,Peds,peds,TRUE,TRUE,87
FALSE,What is the most common cause of multiple lytic lesions without a sclerotic rim in the skull of a child?,0014.png,statdx,,Langerhans cell histiocytosis,,,,Neuroradiology,Peds,peds,TRUE,TRUE,88
TRUE,What are these bone lesions?,"0015a.png, 0015b.png",https://radiopaedia.org/cases/osteopoikilosis-12,Arvind Aggarwal,Numerous benign enostoses. This is osteopoikilosis.,,,,Neuroradiology,Peds,peds,TRUE,TRUE,89
FALSE,What other brain imaging findings are associated with cavernous malformations?,"0017a.png, 0017b.png",https://radiopaedia.org/cases/cavernous-haemangioma-brain,Frank Gaillard,Developmental venous anomalies,,,,Neuroradiology,Brain,vascular abnormalities,TRUE,TRUE,90
FALSE,"Are cavernous malformations, always formed from a previous developmental venous anomaly?",,,,"No not always.
But, the chronic venous hypertension within a DVA can result in a cavernous malformation sometimes.",,,,Neuroradiology,Brain,vascular abnormalities,TRUE,TRUE,91
FALSE,"How are sequences for gradient echo imaging (GRE) and T2WI different?
How does GRE cause increased sensitivity to magnetic susceptibility compared to conventional T2WI?",,,,"A typical T2 sequence contains a 90-degree excitation pulse, followed by a 180-degree refocusing pulse.
Where a ""GRE sequence"" only contains the 90-degree excitation pulse and no refocusing pulse.
Let me explain in more detail.
Elemental materials such as iron and calcium, along with air-to-bone interfaces, cause small local magnetic changes which cause varying precession rates of nearby tissues.
Any varying precession-rate from the uniform precession frequency, determined by B-0 causes a loss of signal.
Which is precisely what you want when looking for blood with a GRE sequence.
A T2 sequence will add a 180-degree refocusing pulse, essentially flipping the precession rates, so a precession rate that was previously slower is now faster, and a precession rate that was previously faster is now slower, effectively evening out the precession rate and eliminating signal loss, making a beautiful T2-weighted image.
In summary, a T2 sequence contains the 90-degree excitation pulse followed by a 180-refocusing pulse, which corrects for the local magnetic field inhomogeneities caused by iron, calcium and air.
Where a GRE sequence contains the 90-degree excitation pulse, without a refocusing pulse allowing the local magnetic field inhomogeneities to remain as low signal indicating regions of possible blood.",,,,Physics,MR physics,MR physics,TRUE,TRUE,92
FALSE,"Which is more sensitive in detecting susceptibility artifacts, SWI or T2-star GRE? ",,,,"SWI is almost 4 times more sensitive than T2-star GRE.
T2-star GRE uses the magnitude of signal intensity.
While SWI combines magnitude and phase data to make more sensitive imaging.
",,,,Physics,MR physics,MR physics,TRUE,TRUE,93
FALSE,What are the top three most common 4th ventricle masses in children?,,,,"In children, the top three most common masses involving the 4th ventricle are ependymomas, medulloblastomas, and choroid plexus papillomas. 
Ependymomas are the most common true intraventricular mass, often containing calcifications, and are often heterogeneous with cysts or elements of hemorrhage.
Choroid Plexus Papillomas have frond, or feathery-leaf-like enhancement, and can cause hydrocephalus due to excess CSF production.
They are more often found in the lateral ventricles of young children and in the 4th ventricle of older children.
Medulloblastomas do not actually arise from the 4th ventricle, but instead arise from the cerebellar vermis and will grow into the 4th ventricle. 
Medulloblastomas are homogeneous in appearance and are highly cellular, meaning there will be abnormal diffusion restriction.
",,,,Neuroradiology,Brain,brain neoplasms,TRUE,TRUE,94
FALSE,What virus is associated with choroid plexus papillomas and ependymomas?,,,,Simian virus 40,,,,Neuroradiology,Brain,brain neoplasms,TRUE,TRUE,95
FALSE,What virus is associated with progressive multifocal leukoencephalopathy?,,,,JC virus,,,,Neuroradiology,Brain,brain neoplasms,TRUE,TRUE,96
FALSE,What neurologic abnormality is associated with JC virus?,,,,Progressive multifocal leuko-encephalopathy,,,,Neuroradiology,Brain,brain neoplasms,TRUE,TRUE,97
FALSE,What three pathologies are associated with the Epstein-Barr virus?,,,,"Nasopharyngeal carcinoma, Burkitt lymphoma, and Hodgkin disease.",,,,Neuroradiology,Brain,brain neoplasms,TRUE,TRUE,98
FALSE,"Following radiation therapy, what is the typical time frame for the development of calcified lymph nodes to appear on follow-up imaging?",,,,"Initially, in the first three to six months, signs of necrosis will appear, and there will be central necrosis represented by a central low density and rim enhancement.
Later at 6 to 12 months, amorphous calcifications will begin to form within the lymph node and will continue calcify over the next few years. ",,,,Neuroradiology,Brain,brain neoplasms,TRUE,TRUE,99
FALSE,"In thyroid-eye-disease, the extraocular rectus muscles become inflamed and thickened in a predictable pattern.
What is the typical order of extraocular muscle involvement?",,,,"With thyroid eye disease, use the mnemonic, ""I'm, slow."" Inferior, medial, superior, lateral, and oblique rectus muscles. ",,,,Neuroradiology,Head & Neck,orbit,TRUE,TRUE,100
FALSE,"Are the tendinous insertions of the extraocular muscles typically involved in thyroid eye disease?
What diseases typically involves the tendinous insertions of the extraocular muscles?",,,,"Thyroid eye disease, characteristically spares the tendinous insertion of the extra-occular muscles.
Eye diseases that often involve the tendons include, orbital pseudotumor, orbital IGG-4-related disease, granulomatous orbital inflammation (as seen in sarcoidosis and granulomatosis-with-polyangiitis). ",,,,Neuroradiology,Head & Neck,orbit,TRUE,TRUE,101
FALSE,When would a patient with thyroid eye disease require surgical intervention?,,,,"Rarely is there a need for surgical intervention, the few instances are when there is risk of optic nerve damage.
In these cases, a medial orbital wall decompression is performed.
Where the bones of the orbital wall are removed, usually the medial and/or inferior orbital walls which creates more space and reduces tension on the optic nerve. 
In some cases the proptosis is so pronounced the eyelids cannot fully close leading to exposure keratitis and a similar procedure can be performed.",,,,Neuroradiology,Head & Neck,orbit,TRUE,TRUE,102
FALSE,"What happens in thyroid eye disease?
Are cases of thyroid eye disease more common in hypothyroidism or hyperthyroidism?",,,,"Thyroid eye disease more commonly occurs in cases of hyperthyroidism.
Up to 90% of cases of thyroid eye disease occur in patients with hyperthyroidism Grave's disease.
In Grave's disease, the immune system mistakenly produces thyrotropin receptor antibodies which mimic thyroid stimulating hormone causing hyperthyroidism.
These same thyrotropin receptor antibodies also inflame the extra-occular muscles.
This is because the fibroblasts which reside in between the extra-occular muscle fibers also contain TSH receptors.
The fibroblast then undergo adipogenesis and turn into fat cells and produce a large amount of glycosaminoglycans increasing the extra-occluar muscle size and edema.
Thyroid eye disease can sometimes be caused in cases of euthyroid where there are circulating antibodies but the T3, T4, and TSH levels are normal.
Although very rare, thyroid eye disease can sometimes be seen in cases of hypothyroidism from Hashimoto's thyroiditis due to increased stimulation of the TSH receptors of the extra-occular muscle fibroblasts.
In cases of thyroid eye disease from Hashimoto's the symptoms are often less severe and more likely to be unilateral or asymmetric.",,,,Neuroradiology,Head & Neck,orbit,TRUE,TRUE,103
FALSE,"What is the most common cause of bilateral exophthalmos in adults?
What about unilateral exophthalmos?",,,,"The most common cause of both unilateral and bilateral exophthalmos in adults is thyroid eye disease.
Although thyroid eye disease can be unilateral, most cases are bilateral, up to 90% of cases.",,,,Neuroradiology,Head & Neck,orbit,TRUE,TRUE,104
FALSE,"In most cases of thyroid eye disease the diagnosis has already been made before imaging is obtained.
Why is imaging performed in these cases. What is being evaluated? ",,,,The question that imaging is meant to answer in cases of thyroid eye disease is the presence of optic nerve compression by the enlarged extraocular muscles.,,,,Neuroradiology,Head & Neck,orbit,TRUE,TRUE,105
TRUE,What is going on this CT of the orbits?,"0018a.png, 0018b.png",https://radiopaedia.org/cases/thyroid-associated-orbitopathy-7,Frank Gaillard,"CT of the orbits shows enlargement of the superior, inferior and medial rectus muscles bilaterally.
There is characteristic sparing of the tendinous insertions.
This is consistent with thyroid eye disease (also called thyroid-associated orbitopathy).",,,,Neuroradiology,Head & Neck,orbit,TRUE,TRUE,106
TRUE,"This patient has thyroid eye disease, what procedure has been performed?",0019.png,https://radiopaedia.org/cases/graves-ophthalmopathy-and-orbital-decompression-surgery,"Thyroid eye disease more commonly occurs in cases of hyperthyroidism.
Up to 90% of cases of thyroid eye disease occur in patients with hyperthyroidism Grave's disease.
In Grave's disease, the immune system mistakenly produces thyrotropin receptor antibodies which mimic thyroid stimulating hormone causing hyperthyroidism.
These same thyrotropin receptor antibodies also inflame the extra-ocular muscles.
This is because the fibroblasts which reside in between the extra-ocular muscle fibers also contain TSH receptors.
The fibroblast then undergo adipogenesis and turn into fat cells and produce a large amount of glycosaminoglycans increasing the extra-occluar muscle size and edema.
Thyroid eye disease can sometimes be caused in cases of euthyroid where there are circulating antibodies but the T3, T4, and TSH levels are normal.
Although very rare, thyroid eye disease can sometimes be seen in cases of hypothyroidism from Hashimoto's thyroiditis due to increased stimulation of the TSH receptors of the extra-ocular muscle fibroblasts.
In cases of thyroid eye disease from Hashimoto's the symptoms are often less severe and more likely to be unilateral or asymmetric.","This CT shows enlargement of the extraocular muscles, status post inferior and medial orbital wall decompression.",,,,Neuroradiology,Head & Neck,orbit,TRUE,TRUE,107
TRUE,"This patient has thyroid eye disease.
What do the arrows on this coronal MR STIR sequence indicate?",0020.png,statdx,,The rectus muscle hyperintensity on STIR indicates active inflammation in this patient with thyroid eye disease.,,,,Neuroradiology,Head & Neck,orbit,TRUE,TRUE,108
TRUE,"This patient has a prior history of thyroid eye disease.
What do these coronal MR T1WI and STIR images indicate?","0021a.png, 0021b.png",statdx,,"The extra-occular muscles appear small in size.
The T1WI shows fatty infiltration, and the STIR images show no hyperintensity.
These findings are suggestive of chronic fibrosis of the extra-occular muscles following thyroid eye disease.",,,,Neuroradiology,Head & Neck,orbit,TRUE,TRUE,109
FALSE,"Thyroid eye disease can be characterised on MR as either acute or chronic.
What features make it appear acute or chronic?",,,,"In acute inflammation with thyroid eye disease there will be avid enhancement and increased T2 hyperintensity representing edema.
In chronic thyroid eye disease there will be fibrosis with fatty infiltration within the extra-occular muscles and they will not demonstrate T2 hyperintensity.",,,,Neuroradiology,Head & Neck,orbit,TRUE,TRUE,110
TRUE,What is this?,"0022a.png, 0022b.png",https://radiopaedia.org/cases/orbital-pseudotumour,Frank Gaillard,"Unilateral enlargement of the right lateral rectus muscle with involvement of the tendinous insertion.
These findings are not typical of thyroid eye disease, and are consistent with idiopathic orbital inflammation (also called orbital pseudotumor), which is a non-specific inflammatory condition involving the extra-occular muscles. ",,,,Neuroradiology,Head & Neck,orbit,TRUE,TRUE,111
FALSE,"What are the most common mimics idiopathic orbital inflammation, also called orbital pseudotumor?",,,,"IGG-4 related ophthalmic disease is by far the most common mimic of idiopathic orbital inflammation (accounting for up to 25  to 50% of cases).
Thyroid eye disease can sometimes have an atypical appearance and can also mimic idiopathic orbital inflammation.
Other less common mimics of idiopathic orbital inflammation to consider are granulomatosis with polyangiitis, sarcoidosis, lupus along with other rheumatologic conditions, and low-grade lymphoma.",,,,Neuroradiology,Head & Neck,orbit,TRUE,TRUE,112
TRUE,"This patient with Vogt-Koyanagi-Harada syndrome has thickening of the posterior orbit.
Which structures are particularly involved?
What is the major concern for the eyes in this condition?",0023.png,https://link.springer.com/article/10.1007/s00234-018-1999-z,Tomohiro Ando,"In this rare systemic autoimmune condition (Vogt-Koyanagi-Harada syndrome), the immune system targets melanocytes, causing vitiligo, headaches, and vision changes.
In this MR of the orbits there is inflammation and thickening of choroid and Tenon's capsule.
The major concern is retinal detachment due to the extensive inflammation of the posterior orbit.",,,,Neuroradiology,Head & Neck,orbit,TRUE,TRUE,113
FALSE,What are some key imaging features in Dandy-Walker malformation?,,,,"A small cerebellar vermis which is rotated upwards with cystic dilation of the fourth ventricle and expansion of the skull to accommodate the enlarged posterior fossa.
The enlargement of the posterior fossa is often described by torcular-lambdoid inversion, where the torcula is positioned above the lambdoid suture.
",,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,114
FALSE,How often is hydrocephalus seen in cases of Dandy-Walker malformation?,,,,"Hydrocephalus occurs often in cases of Dandy-Walker malformation, up to 75% of the time. This is more than ataxia or any other symptomatic presentation.
",,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,115
FALSE,"At what gestational age does the cerebellar vermis begin to form?
In what orientation does it form?",,,,The cerebellar vermis begins to form at week 7 and develops from superior to inferior.,,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,116
FALSE,At what gestational age does the choroid plexus form and start making CSF?,,,,The choroid plexus forms and starts making CSF around weeks 8 and 9.,,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,117
FALSE,"At what gestational week does the superior cerebellar vermis fuse?
When does the inferior cerebellar vermis fuse?",,,,"The superior cerebellar vermis fuses at week 9, and the inferior vermis fuses around week 15.",,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,118
FALSE,"When does the Foramen of Magendie form?
Where does it perforate from?
",,,,"The Foramen of Magendie perforates from the posterior membranous area of the fourth ventricle roof, by first making a Blake's pouch that initially bulges and then perforates through around weeks 12 and 13.",0024.png,https://surgicalneurologyint.com/surgicalint-articles/blakes-pouch-cyst/,"Waleed A. Azab
",Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,119
FALSE,At what gestational week do the Foramina of Luschka form?,,,,The foramen of Luschka form around weeks 16 and 17.,,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,120
TRUE,"What are these angles called?
What ranges are considered normal, and which suggest a Dandy-Walker malformation?",0026.png,https://www.ajnr.org/content/43/10/1488," Picado A, Llorens Salvador R ","First there is an inverted-""V"" which is the tegmentovermian angle.
Tegmentum, means ""covering"" in Latin, and vermis, meaning ""worm"".
A normal tegmentovermian angle is less than 10 degrees.
If the angle is greater than 40 degrees, this raises suspicion for an abnormality such as Dandy-Walker malformation.
Next there is a wider angle along the ventral aspect of the cerebellum representing the fastigial recess angle. Normally this angle is less than 90 degrees.
However when it becomes obtuse, this can raise suspicion for a Dandy-Walker malformation also.
",,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,121
FALSE,"Which cerebellar developmental abnormality underlies a Dandy Walker malformation?
",,,,"In a Dandy-Walker malformation the cerebellum is underdeveloped and the inferior cerebellar vermis fails to fuse.
This causes a large dilated communication between the fourth ventricle and the subarachnoid space.",,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,122
FALSE,"What causes a Blake's pouch cyst to form?
How is this mechanism different from Dandy-Walker malformation?",,,,"A Blake’s pouch cyst forms from failure or delayed fenestration of the foramen of Magendie, causing a enlarging Blake’s pouch which becomes cystic.
The cerebellum is otherwise normally formed and the posterior fossa is not abnormally expanded.
In Dandy–Walker malformation, the primary defect is abnormal development of the cerebellar vermis, leading to an enlarged fourth ventricle and an expanded posterior fossa.
Both of these entities can result in hydrocephalus.","0027a.png, 0027b.png","Volpe's Neurology of the Newborn (Seventh Edition) - 2025, Pages 89-121",Joseph J. Volpe,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,123
TRUE,What is wrong with the cerebellum here?,0028.png,https://radiopaedia.org/cases/isolated-inferior-vermian-hypoplasia,Sepehr Haghighi,"The inferior cerebellar vermis is underdeveloped.
This can be seen in Dandy Walker malformation or in cases of isolated inferior vermian hypoplasia. 
For this to be Dandy-Walker there would also need to be cystic dilation of the 4th ventricle, upward rotation of the cerebellum and enlargement of the posterior fossa.",,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,124
FALSE,What is the arbitrary measurement used to determine when cerebellar tonsil extension below the foramen magnum is suggestive of a Chiari Type 1 abnormality.,,,,"Greater than 5 mm is compatible with a Chiari type 1 abnormality.
However, inferior displacement of the cerebellar tonsils at 6 and 7 mm is not always pathologic.
If there's no CSF effacement, syringomyelia, or clinical symptoms, it may be physiologic cerebellar tonsillar ectopia.
",0029.png,https://radiopaedia.org/cases/cerebellar-tonsillar-position-illustration?lang=us,Frank Gaillard,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,125
FALSE,In a Chiari abnormality what does the presences of syringomyelia indicate?,,,,"In a Chiari malformation, the presence of syringomyelia indicates obstruction of CSF flow at the foramen magnum.
It indicates there is a pressure dissociation between intracranial and spinal subarachnoid spaces driving fluid into the spinal cord parenchyma.
When this occurs, conservative management is typically not helpful, and a suboccipital decompression is required.",0030.png,https://radiopaedia.org/cases/chiari-i-malformation-with-syrinx-1,Mostafa Elfeky,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,126
FALSE,What abnormality of the C2 dens process can be associated with a chiari type 1 malformation?,,,,A Retroverted dens,0031.png,"The Retroverted Dens: A Review of its Anatomy, Terminology, and Clinical Significance",Basem Ishak,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,127
FALSE,By what mechanism can Crouzon syndrome contribute to a Chiari malformation? What are other features seen with Crouzon syndrome?,,,,"Crouzon syndrome (also called craniofacial dysostosis) is a congenital disease where there is an autosomal dominant mutation of the fibroblast-growth-factor-receptor-2.
This mutation causes extensive premature suture closures of the calvarium and particularly of the coronal sutures.
Essentially the small skull forces the brain to protrude inferiorly.
Additional Crouzon syndrome features include brachycephaly (where the skull is short from front to back), hypertelorism (increased distance between the eyes), orbital proptosis, and bifid uvula.
The hands and feet are normal, which differentiates this disease from other synostoses.",,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,128
FALSE,How can the position of the taenia-tela choroidea complexes be used to differentiate a Dandy-Walker malformation from a Blake pouch cyst?,,,,"In Dandy-Walker malformation, the taenia–tela choroidea complex are displaced downward and laterally, reflecting vermian agenesis and there is an enlarged posterior fossa.
In a Blake pouch cyst, the taenia–tela choroidea complex remains in a normal or near-normal position, because the cerebellar vermis and posterior fossa are normally developed.",0032.png,"Figure 4.20 from Chapter 4 of Volpe's Neurology of the Newborn (Seventh Edition) - 2025, Pages 89-121",Joseph J. Volpe,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,129
FALSE,"What is the typical initial surgical management of syringomyelia in cases of a chiari type 1 malformation? If the syringomyelia continues, what other surgical procedure can be performed?",,,,"In cases of syringomyelia due to a chiari malformation conservative management is typically not helpful and a suboccipital decompression is required.
If the suboccipital decompression isn't enough in opening up the space of the foramen magnum, a duraplasty is the next option to increase the space for CSF to flow.",0033.png,Operative Neurosurgery  February 2023 - Volume 24 - Issue 2 https://journals.lww.com/onsonline/toc/2023/02000,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,130
FALSE,What are typical symptoms of a Chiari type 1 malformation?,,,,Posterior headaches and imbalance.,,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,131
FALSE,Is a lumbo-sacral myelomeningocele always seen with a chiari type 2 malformation?,0034.png,https://radiopaedia.org/cases/myelomeningocele-3,Augusto César Vieira Teixeira,"Yes, a lumbosacral myelomeningocele is the cause of the of Chiari type 2 malformation.
If the myelomeningocele no longer present, that's because it has been prepared.",0035.png,https://radiopaedia.org/cases/chiari-ii-malformation-3,Frank Gaillard,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,132
TRUE,"What is this?
What are the distinguishing features?",0035.png,https://radiopaedia.org/cases/chiari-ii-malformation-3,Frank Gaillard,"This is a Chiari type 2 malformation.
The posterior fossa is small and the tentorial attachment is low posteriorly.
The tectum is beaked and there is hydrocephalus.",,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,133
TRUE,What is the cause of this patients syringomyelia?,0036.png,https://radiopaedia.org/cases/chiari-ii-malformation-3,Frank Gaillard,"The low lying cerebellum and inferior insertion of the posterior tentorium indicates a chiari malformation.
There is likely poor CSF flow through the foramen magnum causing a pressure differential, causing fluid to move from the spinal subarachnoid space and into the spinal cord.
",,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,134
FALSE,What is the exact mechanism behind a syrinx formation in Chiari malformation?,0036.png,https://radiopaedia.org/cases/chiari-ii-malformation-3,Frank Gaillard,"The pressure within the thecal sac and the cranium are near equal, even when there is obstruction of bidirectional CSF flow at the foramen magnum.
The issue becomes with each heartbeat there is a slight relative increase in pressure of the subarachnoid CSF surrounding the spinal cord.
This relative increase in pressure, slowly drives fluid within the spinal cord, forming the syrinx.",,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,135
FALSE,If a syrinx remains untreated what clinical neurological deficits can develop?,0037.png,Orthopedic Manifestations of Syringomyelia: A Comprehensive Review,Mohamad Fadila,"An untreated syrinx can result in progressive spinal cord injury, which included sensory loss, progressive motor weakness, spasticity, and autonomic dysfunction causing issues with bowel, and bladder function.",,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,136
FALSE,How common is hydrocephalus with Chiari Type 2 malformation?,0035.png,https://radiopaedia.org/cases/chiari-ii-malformation-3,Frank Gaillard,"Almost all cases of Chiari type 2 will have hydrocephalus.
Usually due to aqueductal stenosis or foramina of Magendie and Luschka obstructions.",,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,137
TRUE,"This is a neonatal head ultrasound, transverse view.
What is this?
What is it associated with?
",0038.png,,,"This neonatal head ultrasound demonstrates interdigitation of gyri which can be associated with Chiari type 2 malformations.
This is an example on of gyri interdigitation on MR.",0039.png,"Raybaud, C., Miller, E. (2008). Radiological Evaluation of Myelomeningocele — Chiari II Malformation. In: The Spina Bifida. Springer, Milano. https://doi.org/10.1007/978-88-470-0651-5_9","Raybaud, C., Miller, E. ",Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,138
TRUE,What is the abnormality here on this fetal ultrasound?,0040.png,https://radiopaedia.org/cases/myelomeningocoele,Maulik S Patel,There is a cystic lesion in the lumbar-region indicating a myelomeningocele.,,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,139
TRUE,What is this?,0041.png,https://radiopaedia.org/cases/chiari-iii-malformation-with-occipital-encephalocele-1,Mostafa Elfeky,"There is an occipital meningoencephalocele with a portion of posterior fossa contents and overlying meninges are herniating through a defect in the occipital region forming a cystic structure.
There is also hydrocephalus.
The occipital or high cervical encephalocele containing herniating brain contents is a required feature of Chiari type 3 malformations.
 ",,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,140
FALSE,Is hydrocephalus a required feature of Chiari 3 malformations?,0041.png,https://radiopaedia.org/cases/chiari-iii-malformation-with-occipital-encephalocele-1,Mostafa Elfeky,"No.
Hydrocephalus is common, but not a required feature.
However, an occipital or high cervical encephalocele containing herniated brain contents is a required feature of Chiari type 3 malformations.
Corpus callosum dysgenesis is also a common feature of Chiari type 3 malformations.
",,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,141
TRUE,What is this?,0043.png,https://radiopaedia.org/cases/rhombencephalosynapsis-3,Magdi Mahsoub,This is Rhombencephalosynapsis characterised by fused cerebellar hemispheres and absent cerebellar vermis.,0042.png,https://radiopaedia.org/cases/rhombencephalosynapsis-3,Magdi Mahsoub,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,142
FALSE,"What type of hydrocephalus would you expect to see in Rhombencephalosynapsis?
What other birth defects are associated with Rhombencephalosynapsis?",0042.png,https://radiopaedia.org/cases/rhombencephalosynapsis-3,Magdi Mahsoub,"Rhombencephalosynapsis is typically associated with hydrocephalus of the lateral ventricles, and third ventricle, while the 4th ventricle is normal.
This is often due to aqueductal stenosis.
Rhombencephalosynapsis is also associated with VACTERL birth defects.",,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,143
TRUE,What is this lesion?,"0044a.png, 0044b.png, 0044c.png",,,"This is a benign osteolipoma. Positioned in the typical location of the suprasellar cistern. The signal loss on the T1 fat-saturated sequence help clinch the diagnosis. This is benign and does not require any additional follow-up.
",,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,144
TRUE,What is this?,0045.png,,,This is a case of Dandy-Walker malformation. Notice the small and incompletely formed cerebellum and how it is displaced and rotated upwards and counter-clockwise. There is also agenesis of the corpus callosum which is common and occurs in up to 50% of cases.,,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,145
TRUE,What is this?,0046.png,,,"This is a case of open-lip Schizencephaly. The Gray-matter–lined cleft extends into the ventricle with full communication, differentiating it from a closed-lip Schizencephaly.
",0047.png,"Herrera Ortiz, Andrés & Ortiz, Héctor. (2021). Open Lip Schizencephaly: A Case Report.. Revista Cuarzo. 26. 27-29. 10.26752/cuarzo.v26.n2.510. ",,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,146
FALSE,What are the symptoms associated with unilateral schizencephaly vs. bilateral schizencephaly?,,,,"It is reported that seizures are more common with unilateral Schizencephaly, while developmental delays are more commonly associated with bilateral Schizencephaly.
",,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,147
FALSE,"Patients with neurofibromatosis type 1 have an increased incidence of pilocytic astrocytomas.
Where are pilocytic astrocytomas typically located?
Where are pilocytic astrocytomas typically located in patients with NF1?
",0049.png,https://radiopaedia.org/cases/pilocytic-astrocytoma-14,Bruno Di Muzio,"The typical location of a pilocytic astrocytoma is in the cerebellum.
In patients with NF-1 a more common location of a pilocytic astrocytoma to occur is along the optic nerve and optic chiasm.",0048.png,"Chourmouzi, Danai & Papadopoulou, Elissabet & Konstantinidis, Manolis & Syrris, Vasileios & Kouskouras, Konstantinos & Haritanti, Afroditi & Karkavelas, George & Drevelegas, Antonios. (2014). Manifestations of pilocytic astrocytoma: A pictorial review. Insights into imaging. 5. 10.1007/s13244-014-0328-2. ",,Neuroradiology,Brain,brain neoplasms,TRUE,TRUE,148
